,fiscal_year,year,parent_id,classification_description,Sequence_Level_Number,current_fiscal_year_to_date_gross_outlays_amount,parent_cls_desc,parent_class_helper,subclass_helper
1512,2016,2016,22475202.0,Export-Import Bank of the United States,2,263700032.0,Independent Agencies:,,61.0
1513,2016,2016,22475202.0,Federal Communications Commission:,2,,Independent Agencies:,,61.0
1514,2016,2016,22475214.0,Universal Service Fund,3,10011499520.0,Independent Agencies:,,61.0
1515,2016,2016,22475214.0,Spectrum Auction Program Account,3,38492.26171875,Independent Agencies:,,61.0
1516,2016,2016,22475214.0,Other,3,-54915596.0,Independent Agencies:,,61.0
1517,2016,2016,22475202.0,Federal Deposit Insurance Corporation:,2,,Independent Agencies:,,61.0
1518,2016,2016,22475218.0,Deposit Insurance Fund,3,-11393433600.0,Independent Agencies:,,61.0
1519,2016,2016,22475218.0,FSLIC Resolution Fund,3,517921952.0,Independent Agencies:,,61.0
1520,2016,2016,22475218.0,Office of Inspector General,3,32900000.0,Independent Agencies:,,61.0
1521,2016,2016,22475218.0,Total--Federal Deposit Insurance Corporation,3,-10842611712.0,Independent Agencies:,,61.0
1522,2016,2016,22475202.0,Federal Drug Control Programs,2,233527840.0,Independent Agencies:,,61.0
1523,2016,2016,22475202.0,Federal Housing Finance Agency,2,240251568.0,Independent Agencies:,,61.0
1524,2016,2016,22475202.0,Institute of Museum and Library Services,2,225458448.0,Independent Agencies:,,61.0
1525,2016,2016,22475202.0,Intelligence Community Management Account,2,373894912.0,Independent Agencies:,,61.0
1526,2016,2016,22475202.0,Legal Services Corporation,2,378671648.0,Independent Agencies:,,61.0
1527,2016,2016,22475202.0,National Archives and Records Administration,2,398086048.0,Independent Agencies:,,61.0
1528,2016,2016,22475202.0,National Credit Union Administration,2,1119670272.0,Independent Agencies:,,61.0
1529,2016,2016,22475202.0,National Endowment for the Arts,2,149332592.0,Independent Agencies:,,61.0
1530,2016,2016,22475202.0,National Endowment for the Humanities,2,145993168.0,Independent Agencies:,,61.0
1531,2016,2016,22475202.0,National Labor Relations Board,2,271348288.0,Independent Agencies:,,61.0
1532,2016,2016,22475202.0,Nuclear Regulatory Commission,2,987736768.0,Independent Agencies:,,61.0
1533,2016,2016,22475202.0,Postal Service:,2,,Independent Agencies:,,61.0
1534,2016,2016,22475238.0,Off-Budget:,3,,Independent Agencies:,,61.0
1535,2016,2016,22475239.0,Public Enterprise Funds,4,79965732864.0,Independent Agencies:,,61.0
1536,2016,2016,22475239.0,Other,4,263767888.0,Independent Agencies:,,61.0
1537,2016,2016,22475238.0,Other,3,96075000.0,Independent Agencies:,,61.0
1538,2016,2016,22475202.0,Railroad Retirement Board:,2,,Independent Agencies:,,61.0
1539,2016,2016,22475243.0,Federal Windfall Subsidy,3,27885584.0,Independent Agencies:,,61.0
1540,2016,2016,22475243.0,Federal Payments to the Railroad Retirement Accounts,3,762690688.0,Independent Agencies:,,61.0
1541,2016,2016,22475243.0,Railroad Unemployment Insurance Trust Fund:,3,,Independent Agencies:,,61.0
1542,2016,2016,22475246.0,Benefit Payments,4,130789856.0,Independent Agencies:,,61.0
1543,2016,2016,22475246.0,Transfer To Administrative Funds,4,16674611.0,Independent Agencies:,,61.0
1544,2016,2016,22475243.0,Rail Industry Pension Fund:,3,,Independent Agencies:,,61.0
1545,2016,2016,22475250.0,Benefit Payments,4,5080738816.0,Independent Agencies:,,61.0
1546,2016,2016,22475250.0,OASDI Certifications,4,-1271405.0,Independent Agencies:,,61.0
1547,2016,2016,22475250.0,Transfer to Administrative Funds,4,72754608.0,Independent Agencies:,,61.0
1548,2016,2016,22475250.0,Other,4,-12926.25,Independent Agencies:,,61.0
1549,2016,2016,22475243.0,National Railroad Retirement Investment Trust:,3,,Independent Agencies:,,61.0
1550,2016,2016,22475256.0,Administrative Expenses,4,67336768.0,Independent Agencies:,,61.0
1551,2016,2016,22475256.0,Transfers to the Railroad Retirement Trust Funds from the National Railroad Retirement Investment Trust,4,1410000000.0,Independent Agencies:,,61.0
1552,2016,2016,22475243.0,Railroad Social Security Equivalent Benefit Account:,3,,Independent Agencies:,,61.0
1553,2016,2016,22475260.0,Benefit Payments,4,7334566912.0,Independent Agencies:,,61.0
1554,2016,2016,22475260.0,Transfer To Administrative Funds,4,30232780.0,Independent Agencies:,,61.0
1555,2016,2016,22475260.0,Other,4,-2716003.5,Independent Agencies:,,61.0
1556,2016,2016,22475243.0,Proprietary Receipts from the Public,3,,Independent Agencies:,,61.0
1557,2016,2016,22475243.0,Intrabudgetary Transactions:,3,,Independent Agencies:,,61.0
1558,2016,2016,22475265.0,Payments from Other Funds to the Railroad Retirement Trust Funds,4,-4662649856.0,Independent Agencies:,,61.0
1559,2016,2016,22475265.0,Other,4,-2172682752.0,Independent Agencies:,,61.0
1560,2016,2016,22475243.0,Total--Railroad Retirement Board,3,8094337536.0,Independent Agencies:,,61.0
1561,2016,2016,22475202.0,Securities and Exchange Commission,2,240788976.0,Independent Agencies:,,61.0
1562,2016,2016,22475202.0,Smithsonian Institution,2,1003869120.0,Independent Agencies:,,61.0
1563,2016,2016,22475202.0,Tennessee Valley Authority,2,44746375168.0,Independent Agencies:,,61.0
1564,2016,2016,22475202.0,Other,2,3058101248.0,Independent Agencies:,,61.0
1565,2016,2016,22475202.0,Total--Independent Agencies,2,145495080960.0,Independent Agencies:,,61.0
1566,2016,2016,,Undistributed Offsetting Receipts:,1,,Undistributed Offsetting Receipts:,62.0,0.0
1567,2016,2016,22475275.0,Other Interest,2,,Undistributed Offsetting Receipts:,,62.0
1568,2016,2016,22475275.0,"Employer Share, Employee Retirement:",2,,Undistributed Offsetting Receipts:,,62.0
1569,2016,2016,22475277.0,Department of Health and Human Services:,3,,Undistributed Offsetting Receipts:,,62.0
1570,2016,2016,22475279.0,Federal Hospital Insurance Trust Fund:,4,,Undistributed Offsetting Receipts:,,62.0
1571,2016,2016,22475280.0,Federal Employer Contributions,5,-3624999936.0,Undistributed Offsetting Receipts:,,62.0
1572,2016,2016,22475280.0,Postal Service Employer Contributions,5,-660000000.0,Undistributed Offsetting Receipts:,,62.0
1573,2016,2016,22475277.0,Department of State:,3,,Undistributed Offsetting Receipts:,,62.0
1574,2016,2016,22475284.0,Foreign Service Retirement and Disability Fund,4,-354958688.0,Undistributed Offsetting Receipts:,,62.0
1575,2016,2016,22475277.0,Other Defense Civil Programs:,3,,Undistributed Offsetting Receipts:,,62.0
1576,2016,2016,22475287.0,Military Retirement Fund,4,-26129813504.0,Undistributed Offsetting Receipts:,,62.0
1577,2016,2016,22475287.0,Department of Defense Medicare-Eligible Retiree Health Care Fund,4,-6825289728.0,Undistributed Offsetting Receipts:,,62.0
1578,2016,2016,22475277.0,Office of Personnel Management:,3,,Undistributed Offsetting Receipts:,,62.0
1579,2016,2016,22475290.0,Civil Service Retirement and Disability Fund,4,-29495791616.0,Undistributed Offsetting Receipts:,,62.0
1580,2016,2016,22475277.0,Social Security Administration:,3,,Undistributed Offsetting Receipts:,,62.0
1581,2016,2016,22475293.0,Federal Old-Age and Survivors Insurance Trust Fund:,4,,Undistributed Offsetting Receipts:,,62.0
1582,2016,2016,22475294.0,Federal Employer Contributions,5,-13870999552.0,Undistributed Offsetting Receipts:,,62.0
1583,2016,2016,22475293.0,Federal Disability Insurance Trust Fund:,4,,Undistributed Offsetting Receipts:,,62.0
1584,2016,2016,22475297.0,Federal Employer Contributions,5,-3064999936.0,Undistributed Offsetting Receipts:,,62.0
1585,2016,2016,22475277.0,Other,3,-3773402.0,Undistributed Offsetting Receipts:,,62.0
1586,2016,2016,22475277.0,"Total--Employer Share, Employee Retirement",3,-84030627840.0,Undistributed Offsetting Receipts:,,62.0
1587,2016,2016,22475275.0,Interest Received by Trust Funds:,2,,Undistributed Offsetting Receipts:,,62.0
1588,2016,2016,22475304.0,Judicial Branch:,3,,Undistributed Offsetting Receipts:,,62.0
1589,2016,2016,22475305.0,Judicial Survivors Annuity Fund,4,7602074.0,Undistributed Offsetting Receipts:,,62.0
1590,2016,2016,22475304.0,Department of Health and Human Services:,3,,Undistributed Offsetting Receipts:,,62.0
1591,2016,2016,22475307.0,Federal Hospital Insurance Trust Fund,4,-8043248640.0,Undistributed Offsetting Receipts:,,62.0
1592,2016,2016,22475307.0,Federal Supplementary Medical Insurance Trust Fund,4,-2019944832.0,Undistributed Offsetting Receipts:,,62.0
1593,2016,2016,22475304.0,Department of Homeland Security:,3,,Undistributed Offsetting Receipts:,,62.0
1594,2016,2016,22475310.0,Oil Spill Liability Trust Fund,4,-33985468.0,Undistributed Offsetting Receipts:,,62.0
1595,2016,2016,22475310.0,Other,4,-12401409.0,Undistributed Offsetting Receipts:,,62.0
1596,2016,2016,22475304.0,Department of Labor:,3,,Undistributed Offsetting Receipts:,,62.0
1597,2016,2016,22475313.0,Unemployment Trust Fund,4,-1044371520.0,Undistributed Offsetting Receipts:,,62.0
1598,2016,2016,22475304.0,Department of State:,3,,Undistributed Offsetting Receipts:,,62.0
1599,2016,2016,22475315.0,Foreign Service Retirement and Disability Fund,4,-595978112.0,Undistributed Offsetting Receipts:,,62.0
1600,2016,2016,22475304.0,Department of Transportation:,3,,Undistributed Offsetting Receipts:,,62.0
1601,2016,2016,22475317.0,Airport and Airway Trust Fund,4,-260777696.0,Undistributed Offsetting Receipts:,,62.0
1602,2016,2016,22475304.0,Department of Veterans Affairs:,3,,Undistributed Offsetting Receipts:,,62.0
1603,2016,2016,22475319.0,National Service Life Insurance Fund,4,-187617376.0,Undistributed Offsetting Receipts:,,62.0
1604,2016,2016,22475319.0,United States Government Life Insurance Fund,4,-126657.6484375,Undistributed Offsetting Receipts:,,62.0
1605,2016,2016,22475304.0,Corps of Engineers,3,-79421168.0,Undistributed Offsetting Receipts:,,62.0
1606,2016,2016,22475304.0,Other Defense Civil Programs:,3,,Undistributed Offsetting Receipts:,,62.0
1607,2016,2016,22475323.0,Military Retirement Fund,4,-14707655680.0,Undistributed Offsetting Receipts:,,62.0
1608,2016,2016,22475323.0,Educational Benefits Fund,4,-62318396.0,Undistributed Offsetting Receipts:,,62.0
1609,2016,2016,22475323.0,Armed Forces Retirement Home,4,-1759946.75,Undistributed Offsetting Receipts:,,62.0
1610,2016,2016,22475304.0,Environmental Protection Agency,3,-35349256.0,Undistributed Offsetting Receipts:,,62.0
1611,2016,2016,22475304.0,Office of Personnel Management:,3,,Undistributed Offsetting Receipts:,,62.0
1612,2016,2016,22475328.0,Civil Service Retirement and Disability Fund,4,-28188522496.0,Undistributed Offsetting Receipts:,,62.0
1613,2016,2016,22475304.0,Social Security Administration:,3,,Undistributed Offsetting Receipts:,,62.0
1614,2016,2016,22475330.0,Federal Old-Age and Survivors Insurance Trust Fund,4,-89068929024.0,Undistributed Offsetting Receipts:,,62.0
1615,2016,2016,22475330.0,Federal Disability Insurance Trust Fund,4,-1506198400.0,Undistributed Offsetting Receipts:,,62.0
1616,2016,2016,22475304.0,Independent Agencies:,3,,Undistributed Offsetting Receipts:,,62.0
1617,2016,2016,22475333.0,Railroad Retirement Board,4,-21660570.0,Undistributed Offsetting Receipts:,,62.0
1618,2016,2016,22475333.0,Other,4,-16892948.0,Undistributed Offsetting Receipts:,,62.0
1619,2016,2016,22475304.0,Other,3,-237136432.0,Undistributed Offsetting Receipts:,,62.0
1620,2016,2016,22475304.0,Total--Interest Received by Trust Funds,3,-146116689920.0,Undistributed Offsetting Receipts:,,62.0
1621,2016,2016,22475275.0,Rents and Royalties on the Outer Continental Shelf Lands,2,,Undistributed Offsetting Receipts:,,62.0
1622,2016,2016,22475275.0,Spectrum Auction Proceeds,2,-8436411392.0,Undistributed Offsetting Receipts:,,62.0
1623,2016,2016,22475275.0,Spectrum Relocation Activities,2,,Undistributed Offsetting Receipts:,,62.0
1624,2016,2016,22475275.0,Total--Undistributed Offsetting Receipts,2,-238583726080.0,Undistributed Offsetting Receipts:,,62.0
1625,2016,2016,,Total Outlays,1,4326153256960.0,Total Outlays,63.0,0.0
1626,2016,2016,22475345.0,Total On-Budget,2,3469817675776.0,Total Outlays,,63.0
1627,2016,2016,22475345.0,Total Off-Budget,2,856335515648.0,Total Outlays,,63.0
1628,2016,2016,,Total Surplus (+) or Deficit (-),1,,Total Surplus (+) or Deficit (-),64.0,0.0
1629,2016,2016,22475348.0,Total On-Budget,2,,Total Surplus (+) or Deficit (-),,64.0
1630,2016,2016,22475348.0,Total Off-Budget,2,,Total Surplus (+) or Deficit (-),,64.0
1631,2017,2017,,Legislative Branch:,1,,Legislative Branch:,65.0,0.0
1632,2017,2017,29355493.0,Senate,2,881858112.0,Legislative Branch:,,65.0
1633,2017,2017,29355493.0,House of Representatives,2,1266790912.0,Legislative Branch:,,65.0
1634,2017,2017,29355493.0,Joint Items,2,19066216.0,Legislative Branch:,,65.0
1635,2017,2017,29355493.0,Capitol Police,2,384110272.0,Legislative Branch:,,65.0
1636,2017,2017,29355493.0,Congressional Budget Office,2,46702568.0,Legislative Branch:,,65.0
1637,2017,2017,29355493.0,Architect of the Capitol,2,573732864.0,Legislative Branch:,,65.0
1638,2017,2017,29355493.0,Library of Congress,2,661976896.0,Legislative Branch:,,65.0
1639,2017,2017,29355493.0,Government Printing Office,2,85015696.0,Legislative Branch:,,65.0
1640,2017,2017,29355493.0,Government Accountability Office,2,542303424.0,Legislative Branch:,,65.0
1641,2017,2017,29355493.0,United States Tax Court,2,49709644.0,Legislative Branch:,,65.0
1642,2017,2017,29355493.0,Other Legislative Branch Agencies,2,58139872.0,Legislative Branch:,,65.0
1643,2017,2017,29355493.0,Proprietary Receipts from the Public,2,,Legislative Branch:,,65.0
1644,2017,2017,29355493.0,Intrabudgetary Transactions,2,-6944099.0,Legislative Branch:,,65.0
1645,2017,2017,29355493.0,Offsetting Governmental Receipts,2,,Legislative Branch:,,65.0
1646,2017,2017,29355493.0,Total--Legislative Branch,2,4562462208.0,Legislative Branch:,,65.0
1647,2017,2017,,Judicial Branch:,1,,Judicial Branch:,66.0,0.0
1648,2017,2017,29355589.0,Supreme Court of the United States,2,85222712.0,Judicial Branch:,,66.0
1649,2017,2017,29355589.0,"Courts of Appeals, District Courts, and Other Judicial Services",2,7768033792.0,Judicial Branch:,,66.0
1650,2017,2017,29355589.0,Other,2,475036672.0,Judicial Branch:,,66.0
1651,2017,2017,29355589.0,Proprietary Receipts from the Public,2,,Judicial Branch:,,66.0
1652,2017,2017,29355589.0,Intrabudgetary Transactions,2,-614435904.0,Judicial Branch:,,66.0
1653,2017,2017,29355589.0,Total--Judicial Branch,2,7713857024.0,Judicial Branch:,,66.0
1654,2017,2017,,Department of Agriculture:,1,,Department of Agriculture:,67.0,0.0
1655,2017,2017,29355631.0,Agricultural Research Service,2,1179352320.0,Department of Agriculture:,,67.0
1656,2017,2017,29355631.0,National Institute of Food and Agriculture:,2,,Department of Agriculture:,,67.0
1657,2017,2017,29355642.0,Research and Education Activities,3,728190144.0,Department of Agriculture:,,67.0
1658,2017,2017,29355642.0,Extension Activities,3,455522432.0,Department of Agriculture:,,67.0
1659,2017,2017,29355642.0,Other,3,114348232.0,Department of Agriculture:,,67.0
1660,2017,2017,29355631.0,Animal and Plant Health Inspection Service,2,1245329536.0,Department of Agriculture:,,67.0
1661,2017,2017,29355631.0,Food Safety and Inspection Service,2,1054765888.0,Department of Agriculture:,,67.0
1662,2017,2017,29355631.0,Agricultural Marketing Service,2,1140327296.0,Department of Agriculture:,,67.0
1663,2017,2017,29355631.0,Risk Management Agency:,2,,Department of Agriculture:,,67.0
1664,2017,2017,29355670.0,Administrative and Operating Expenses,3,86465656.0,Department of Agriculture:,,67.0
1665,2017,2017,29355670.0,Federal Crop Insurance Corporation Fund,3,7883318784.0,Department of Agriculture:,,67.0
1666,2017,2017,29355631.0,Farm Service Agency:,2,,Department of Agriculture:,,67.0
1667,2017,2017,29355678.0,Salaries and Expenses,3,1179759232.0,Department of Agriculture:,,67.0
1668,2017,2017,29355678.0,USDA Supplemental Assistance,3,1942102.625,Department of Agriculture:,,67.0
1669,2017,2017,29355678.0,Agricultural Disaster Relief Fund,3,-56774.4609375,Department of Agriculture:,,67.0
1670,2017,2017,29355678.0,Commodity Credit Corporation,3,18278574080.0,Department of Agriculture:,,67.0
1671,2017,2017,29355678.0,Tobacco Trust Fund,3,,Department of Agriculture:,,67.0
1672,2017,2017,29355678.0,Agricultural Credit Insurance Fund,3,614417984.0,Department of Agriculture:,,67.0
1673,2017,2017,29355678.0,Other,3,123593944.0,Department of Agriculture:,,67.0
1674,2017,2017,29355678.0,Total--Farm Service Agency,3,20198230016.0,Department of Agriculture:,,67.0
1675,2017,2017,29355631.0,Natural Resources Conservation Service:,2,,Department of Agriculture:,,67.0
1676,2017,2017,29355696.0,Conservation Operations,3,753029312.0,Department of Agriculture:,,67.0
1677,2017,2017,29355696.0,Farm Security and Rural Investment Programs,3,2867490304.0,Department of Agriculture:,,67.0
1678,2017,2017,29355696.0,Other,3,142657552.0,Department of Agriculture:,,67.0
1679,2017,2017,29355631.0,Rural Development,2,221884432.0,Department of Agriculture:,,67.0
1680,2017,2017,29355631.0,Rural Housing Service:,2,,Department of Agriculture:,,67.0
1681,2017,2017,29355706.0,Rural Housing Insurance Fund,3,1006701184.0,Department of Agriculture:,,67.0
1682,2017,2017,29355706.0,Rental Assistance Program,3,1173040384.0,Department of Agriculture:,,67.0
1683,2017,2017,29355706.0,Other,3,396733376.0,Department of Agriculture:,,67.0
1684,2017,2017,29355631.0,Rural Utilities Service:,2,,Department of Agriculture:,,67.0
1685,2017,2017,29355714.0,Rural Electrification and Telecommunications Fund,3,2446568960.0,Department of Agriculture:,,67.0
1686,2017,2017,29355714.0,Other,3,704161600.0,Department of Agriculture:,,67.0
1687,2017,2017,29355631.0,Foreign Agricultural Service,2,1611869568.0,Department of Agriculture:,,67.0
1688,2017,2017,29355631.0,Food and Nutrition Service:,2,,Department of Agriculture:,,67.0
1689,2017,2017,29355724.0,Supplemental Nutrition Assistance Program,3,70148325376.0,Department of Agriculture:,,67.0
1690,2017,2017,29355724.0,Child Nutrition Programs,3,22470920192.0,Department of Agriculture:,,67.0
1691,2017,2017,29355724.0,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",3,5698181120.0,Department of Agriculture:,,67.0
1692,2017,2017,29355724.0,Other,3,445987936.0,Department of Agriculture:,,67.0
1693,2017,2017,29355724.0,Total--Food and Nutrition Service,3,98763415552.0,Department of Agriculture:,,67.0
1694,2017,2017,29355631.0,Forest Service:,2,,Department of Agriculture:,,67.0
1695,2017,2017,29355736.0,National Forest System,3,1541017088.0,Department of Agriculture:,,67.0
1696,2017,2017,29355736.0,Capital Improvement and Maintenance,3,338064032.0,Department of Agriculture:,,67.0
1697,2017,2017,29355736.0,Wildland Fire Management,3,3358101760.0,Department of Agriculture:,,67.0
1698,2017,2017,29355736.0,Forest Service Permanent Appropriations,3,294760608.0,Department of Agriculture:,,67.0
1699,2017,2017,29355736.0,Other,3,833298560.0,Department of Agriculture:,,67.0
1700,2017,2017,29355736.0,Total--Forest Service,3,6365241856.0,Department of Agriculture:,,67.0
1701,2017,2017,29355631.0,Other,2,747947840.0,Department of Agriculture:,,67.0
1702,2017,2017,29355631.0,Proprietary Receipts from the Public,2,,Department of Agriculture:,,67.0
1703,2017,2017,29355631.0,Intrabudgetary Transactions,2,16230568.0,Department of Agriculture:,,67.0
1704,2017,2017,29355631.0,Total--Department of Agriculture,2,151302832128.0,Department of Agriculture:,,67.0
1705,2017,2017,,Department of Commerce:,1,,Department of Commerce:,68.0,0.0
1706,2017,2017,29355758.0,Economic Development Administration,2,287503968.0,Department of Commerce:,,68.0
1707,2017,2017,29355758.0,Bureau of the Census,2,1426594432.0,Department of Commerce:,,68.0
1708,2017,2017,29355758.0,International Trade Administration,2,466834976.0,Department of Commerce:,,68.0
1709,2017,2017,29355758.0,National Oceanic and Atmospheric Administration,2,5565116928.0,Department of Commerce:,,68.0
1710,2017,2017,29355758.0,National Institute of Standards and Technology,2,978307200.0,Department of Commerce:,,68.0
1711,2017,2017,29355758.0,National Telecommunications and Information Administration,2,1188558464.0,Department of Commerce:,,68.0
1712,2017,2017,29355758.0,Other,2,617904320.0,Department of Commerce:,,68.0
1713,2017,2017,29355758.0,Proprietary Receipts from the Public,2,,Department of Commerce:,,68.0
1714,2017,2017,29355758.0,Intrabudgetary Transactions,2,-11645103.0,Department of Commerce:,,68.0
1715,2017,2017,29355758.0,Offsetting Governmental Receipts,2,,Department of Commerce:,,68.0
1716,2017,2017,29355758.0,Total--Department of Commerce,2,10519175168.0,Department of Commerce:,,68.0
1717,2017,2017,,Department of Defense--Military Programs:,1,,Department of Defense--Military Programs:,69.0,0.0
1718,2017,2017,29355782.0,Military Personnel:,2,,Department of Defense--Military Programs:,,69.0
1719,2017,2017,29355784.0,Department of the Army,3,57211412480.0,Department of Defense--Military Programs:,,69.0
1720,2017,2017,29355784.0,Department of the Navy,3,45883023360.0,Department of Defense--Military Programs:,,69.0
1721,2017,2017,29355784.0,Department of the Air Force,3,34841944064.0,Department of Defense--Military Programs:,,69.0
1722,2017,2017,29355784.0,Defense Agencies,3,6769323008.0,Department of Defense--Military Programs:,,69.0
1723,2017,2017,29355784.0,Total--Military Personnel,3,144705699840.0,Department of Defense--Military Programs:,,69.0
1724,2017,2017,29355782.0,Operation and Maintenance:,2,,Department of Defense--Military Programs:,,69.0
1725,2017,2017,29355796.0,Department of the Army,3,63694475264.0,Department of Defense--Military Programs:,,69.0
1726,2017,2017,29355796.0,Department of the Navy,3,54674063360.0,Department of Defense--Military Programs:,,69.0
1727,2017,2017,29355796.0,Department of the Air Force,3,55285022720.0,Department of Defense--Military Programs:,,69.0
1728,2017,2017,29355796.0,Defense Agencies,3,71532298240.0,Department of Defense--Military Programs:,,69.0
1729,2017,2017,29355796.0,Total--Operation and Maintenance,3,245185855488.0,Department of Defense--Military Programs:,,69.0
1730,2017,2017,29355782.0,International Reconstruction and Other Assistance:,2,,Department of Defense--Military Programs:,,69.0
1731,2017,2017,29355808.0,Department of the Army,3,317314.5,Department of Defense--Military Programs:,,69.0
1732,2017,2017,29355782.0,Procurement:,2,,Department of Defense--Military Programs:,,69.0
1733,2017,2017,29355812.0,Department of the Army,3,16910096384.0,Department of Defense--Military Programs:,,69.0
1734,2017,2017,29355812.0,Department of the Navy,3,40650260480.0,Department of Defense--Military Programs:,,69.0
1735,2017,2017,29355812.0,Department of the Air Force,3,40459579392.0,Department of Defense--Military Programs:,,69.0
1736,2017,2017,29355812.0,Defense Agencies,3,6105589248.0,Department of Defense--Military Programs:,,69.0
1737,2017,2017,29355812.0,Total--Procurement,3,104125530112.0,Department of Defense--Military Programs:,,69.0
1738,2017,2017,29355782.0,"Research, Development, Test, and Evaluation:",2,,Department of Defense--Military Programs:,,69.0
1739,2017,2017,29355824.0,Department of the Army,3,7630217216.0,Department of Defense--Military Programs:,,69.0
1740,2017,2017,29355824.0,Department of the Navy,3,17313968128.0,Department of Defense--Military Programs:,,69.0
1741,2017,2017,29355824.0,Department of the Air Force,3,24939044864.0,Department of Defense--Military Programs:,,69.0
1742,2017,2017,29355824.0,Defense Agencies,3,18242455552.0,Department of Defense--Military Programs:,,69.0
1743,2017,2017,29355824.0,"Total--Research, Development, Test, and Evaluation",3,68125683712.0,Department of Defense--Military Programs:,,69.0
1744,2017,2017,29355782.0,Military Construction:,2,,Department of Defense--Military Programs:,,69.0
1745,2017,2017,29355836.0,Department of the Army,3,1698688768.0,Department of Defense--Military Programs:,,69.0
1746,2017,2017,29355836.0,Department of the Navy,3,1393814528.0,Department of Defense--Military Programs:,,69.0
1747,2017,2017,29355836.0,Department of the Air Force,3,854168640.0,Department of Defense--Military Programs:,,69.0
1748,2017,2017,29355836.0,Defense Agencies,3,2725977344.0,Department of Defense--Military Programs:,,69.0
1749,2017,2017,29355836.0,Total--Military Construction,3,6672649216.0,Department of Defense--Military Programs:,,69.0
1750,2017,2017,29355782.0,Family Housing:,2,,Department of Defense--Military Programs:,,69.0
1751,2017,2017,29355848.0,Department of the Army,3,409751232.0,Department of Defense--Military Programs:,,69.0
1752,2017,2017,29355848.0,Department of the Navy,3,365842304.0,Department of Defense--Military Programs:,,69.0
1753,2017,2017,29355848.0,Department of the Air Force,3,291369888.0,Department of Defense--Military Programs:,,69.0
1754,2017,2017,29355848.0,Defense Agencies,3,144847568.0,Department of Defense--Military Programs:,,69.0
1755,2017,2017,29355782.0,Revolving and Management Funds:,2,,Department of Defense--Military Programs:,,69.0
1756,2017,2017,29355858.0,Department of the Navy,3,593665792.0,Department of Defense--Military Programs:,,69.0
1757,2017,2017,29355858.0,Defense Agencies:,3,,Department of Defense--Military Programs:,,69.0
1758,2017,2017,29355866.0,Working Capital Fund,4,-665935552.0,Department of Defense--Military Programs:,,69.0
1759,2017,2017,29355866.0,Other,4,-311793408.0,Department of Defense--Military Programs:,,69.0
1760,2017,2017,29355782.0,Allowances,2,-86548792.0,Department of Defense--Military Programs:,,69.0
1761,2017,2017,29355782.0,Trust Funds:,2,,Department of Defense--Military Programs:,,69.0
1762,2017,2017,29355874.0,Department of the Army,3,11910003.0,Department of Defense--Military Programs:,,69.0
1763,2017,2017,29355874.0,Department of the Navy,3,34967348.0,Department of Defense--Military Programs:,,69.0
1764,2017,2017,29355874.0,Department of the Air Force,3,5602570.0,Department of Defense--Military Programs:,,69.0
1765,2017,2017,29355874.0,Defense Agencies,3,256193360.0,Department of Defense--Military Programs:,,69.0
1766,2017,2017,29355782.0,Proprietary Receipts from the Public:,2,,Department of Defense--Military Programs:,,69.0
1767,2017,2017,29355884.0,Department of the Army,3,,Department of Defense--Military Programs:,,69.0
1768,2017,2017,29355884.0,Department of the Navy,3,,Department of Defense--Military Programs:,,69.0
1769,2017,2017,29355884.0,Department of the Air Force,3,,Department of Defense--Military Programs:,,69.0
1770,2017,2017,29355884.0,Defense Agencies,3,,Department of Defense--Military Programs:,,69.0
1771,2017,2017,29355782.0,Intrabudgetary Transactions:,2,,Department of Defense--Military Programs:,,69.0
1772,2017,2017,29355894.0,Department of the Army,3,-134707568.0,Department of Defense--Military Programs:,,69.0
1773,2017,2017,29355894.0,Department of the Navy,3,2148865.0,Department of Defense--Military Programs:,,69.0
1774,2017,2017,29355894.0,Department of the Air Force,3,9273033.0,Department of Defense--Military Programs:,,69.0
1775,2017,2017,29355894.0,Defense Agencies,3,-67729232.0,Department of Defense--Military Programs:,,69.0
1776,2017,2017,29355782.0,Offsetting Governmental Receipts:,2,,Department of Defense--Military Programs:,,69.0
1777,2017,2017,29355904.0,Department of the Army,3,,Department of Defense--Military Programs:,,69.0
1778,2017,2017,29355782.0,Total--Department of Defense--Military Programs,2,569674629120.0,Department of Defense--Military Programs:,,69.0
1779,2017,2017,,Department of Education:,1,,Department of Education:,70.0,0.0
1780,2017,2017,29355912.0,Office of Elementary and Secondary Education:,2,,Department of Education:,,70.0
1781,2017,2017,29355914.0,Accelerating Achievement and Ensuring Equity,3,16237710336.0,Department of Education:,,70.0
1782,2017,2017,29355914.0,Impact Aid,3,1506979200.0,Department of Education:,,70.0
1783,2017,2017,29355914.0,Education Improvement Programs,3,4428702208.0,Department of Education:,,70.0
1784,2017,2017,29355914.0,Other,3,331384160.0,Department of Education:,,70.0
1785,2017,2017,29355914.0,Total--Office of Elementary and Secondary Education,3,22504775680.0,Department of Education:,,70.0
1786,2017,2017,29355912.0,Office of Innovation and Improvement,2,1263337856.0,Department of Education:,,70.0
1787,2017,2017,29355912.0,Office of English Language Acquisition,2,744393792.0,Department of Education:,,70.0
1788,2017,2017,29355912.0,Office of Special Education and Rehabilitative Services:,2,,Department of Education:,,70.0
1789,2017,2017,29355932.0,Special Education,3,12677288960.0,Department of Education:,,70.0
